"","x"
"1",0.295643514875207
"2",-0.0645719064165525
"3",0.50849766180266
"4",0.112912396393943
"5",0.562443511009009
"6",0.0262027993415797
"7",0.364346922149663
"8",0.345998438714337
"9",-0.0317321016375293
"10",0.307972532241814
"11",-0.0639495982948908
"12",-0.154599075758475
"13",0.14430324454029
"14",0.416669579781566
"15",0.194121282046136
"16",0.362026499580085
"17",0.277291878231727
"18",0.413270482133421
"19",0.0486296821281663
"20",0.214654748255711
"21",0.163685499208817
"22",0.183236237684726
"23",-0.0484678864541537
"24",0.279461441775402
"25",0.227950353399655
"26",0.222121501464477
"27",0.5247566432179
"28",0.276657627219241
"29",-0.256628677367553
"30",0.273215137950293
"31",0.253609917882053
"32",0.47052091325736
"33",0.328512602242659
"34",0.461700048041285
"35",0.334986386370763
"36",-0.0639753449815619
"37",0.0611029425458837
"38",0.297400188571743
"39",0.0912893288936419
"40",0.0906756313062722
"41",0.163138139713022
"42",0.110285127506908
"43",0.335260257595274
"44",0.291957057007095
"45",0.151320662135358
"46",0.47561672228324
"47",-0.0225418723714932
"48",0.209649387677745
"49",0.079116207545247
"50",0.356772598136417
"51",-0.0140400077253107
"52",-0.0816128538400479
"53",0.0162669294577854
"54",0.208491885649086
"55",0.685393176614241
"56",0.200455032720353
"57",0.180247970436579
"58",-0.0187379448189358
"59",0.0654986830702588
"60",-0.168303331343164
"61",0.0673506170946967
"62",-0.00642539941942455
"63",-0.0475052716808217
"64",0.0245966923005962
"65",0.46398490118802
"66",0.215043817496903
"67",0.323377466999101
"68",0.104730022826423
"69",0.0569263863499616
"70",0.208729186659169
"71",0.0570222087333055
"72",0.174185711338781
"73",0.0915377792622099
"74",-0.105115156962255
"75",0.103161142433107
"76",0.22243231724549
"77",0.253994826742077
"78",0.231527631336972
"79",0.313810138168893
"80",0.372086158828063
"81",0.285783755986889
"82",0.770945188178321
"83",0.25384034478805
"84",-0.186608819059953
"85",0.082600786696371
"86",0.211875505161322
"87",0.15078485748869
"88",0.241111422908448
"89",0.297672016150268
"90",-0.0197967353492777
"91",-0.0265711069174137
"92",0.22878801613608
"93",0.204932445704546
"94",0.310422863779041
"95",0.0233898106573063
"96",0.228000316000578
"97",0.218134489654497
"98",0.108861573565243
"99",0.336299109429137
"100",0.354077225495353
"101",0.432496539848089
"102",0.196568131103479
"103",0.0366075357707636
"104",0.0154275174331389
"105",0.294446035613702
"106",0.332626976545815
"107",-0.246855478007923
"108",0.0689607574392457
"109",0.125674557882468
"110",0.295557956694338
"111",0.166933758485118
"112",0.235783647654129
"113",-0.181905230283158
"114",0.119427195577398
"115",0.448548080091166
"116",0.301909941908816
"117",0.445390584518353
"118",0.370978530383135
"119",0.0476476286288149
"120",0.2134966276685
"121",0.389599591787934
"122",0.506410794680079
"123",0.120879927039627
"124",0.0471479918993143
"125",0.174385411795863
"126",0.412184842086216
"127",0.328447282692374
"128",-0.0589666684090411
"129",0.551156171413383
"130",-0.0927776596994393
"131",0.36687200555851
"132",0.120665920179395
"133",0.595274696109771
"134",0.398515205832803
"135",-0.159483078175573
"136",0.283584562742509
"137",0.298138969636335
"138",0.0765638348731381
"139",-0.0942762172873574
"140",0.06897218410515
"141",0.0932220989679292
"142",0.0328068736355449
"143",0.133840128563757
"144",0.373269140906396
"145",0.161339072110351
"146",0.480486113064198
"147",-0.00934372914080303
"148",0.0108887163217634
"149",0.278739344388747
"150",0.277354684591478
"151",0.349655722863141
"152",0.130798286048607
"153",-0.119417063275272
"154",0.0965635803537279
"155",-0.128943098175086
"156",0.308693454738996
"157",0.299219683261654
"158",0.17037476482573
"159",0.414966545262818
"160",0.24001472859305
"161",0.0886897173725506
"162",0.50960736935516
"163",0.273925101525288
"164",0.286015313920223
"165",0.102444372142888
"166",-0.0456069483305731
"167",0.22779923587845
"168",-0.245133755549595
"169",-0.14277628797601
"170",0.173421243249508
"171",0.0277720459248726
"172",0.18002403920573
"173",0.0284883091185604
"174",0.390691852596595
"175",0.151782656203946
"176",-0.126456859809455
"177",0.259783488499681
"178",-0.146403458870116
"179",0.518019927854581
"180",0.238943007265718
"181",0.0694488687371896
"182",0.380433175908619
"183",0.477606996973667
"184",0.187081964495262
"185",0.0168378620051684
"186",0.188340932443869
"187",0.294910607565294
"188",0.252017589455636
"189",0.266987766446953
"190",0.184228771798136
"191",0.422738715855338
"192",0.144416133411542
"193",0.244518049595246
"194",0.253535053928919
"195",-0.0486779751947195
"196",0.20290541500742
"197",-0.0159084551768003
"198",0.494793642122887
"199",-0.000625387192081078
"200",0.210968523817652
"201",0.0675501496346986
"202",0.233253104684705
"203",0.415752648997408
"204",0.11088413532783
"205",0.0588626662685864
"206",0.00978248225055323
"207",0.384707070256625
"208",0.690804959918926
"209",0.138258744098704
"210",0.242157836659012
"211",0.088863806975135
"212",0.0827807502711137
"213",0.209627622672055
"214",-0.163445096943092
"215",0.122005380345945
"216",0.00603080904911435
"217",0.323415133120526
"218",-0.0471474787205469
"219",0.124167935112337
"220",-0.0506410712883318
"221",0.0133913813212964
"222",0.13407839556321
"223",0.374179809354451
"224",0.292163756504099
"225",0.0296883892717907
"226",0.351323739347135
"227",-0.123065607339098
"228",0.112615768868351
"229",0.0498958990272581
"230",-0.00953228703795733
"231",-0.116004976075757
"232",0.248353246417357
"233",0.00429272087961352
"234",-0.0384076649493107
"235",0.12611154172139
"236",-0.0406395504947186
"237",0.0519331025598773
"238",-0.107651015044126
"239",-0.113769834781673
"240",0.231787439988457
"241",0.257857246070611
"242",0.0779075294441442
"243",0.16644828267434
"244",0.427614671432809
"245",0.0612087955945761
"246",-0.0212527326252781
"247",0.117165759962807
"248",-0.0592059788716855
"249",0.166186440461664
"250",0.155072560892802
"251",0.0837151710843159
"252",0.296971217483594
"253",-0.0547282550031149
"254",-0.0444558637364861
"255",0.401931899912738
"256",0.501820966627284
"257",0.290374756922124
"258",0.0493160177311695
"259",0.423839799072504
"260",0.0167778737583076
"261",0.118265686104911
"262",0.292310094949197
"263",0.274721626053741
"264",0.0597494037626988
"265",0.0255078833796206
"266",0.0780470127704085
"267",0.218374067483235
"268",-0.102913862978248
"269",0.207777720658455
"270",0.0971274278941609
"271",0.246202123060805
"272",0.083599356155796
"273",0.41215054433625
"274",-0.06762672892462
"275",0.208697826400496
"276",0.0874410980667851
"277",-0.175331543672966
"278",-0.080698041351563
"279",-0.0146664769584333
"280",0.383340127120874
"281",-0.138898789692966
"282",0.0212130446898794
"283",0.109583449643761
"284",-0.247118451009453
"285",-0.107505573620935
"286",-0.141651291194512
"287",-0.153156312040383
"288",-0.0913986058392036
"289",0.0514255202925404
"290",0.239126962759922
"291",0.204429930219161
"292",0.278658689121796
"293",-0.0964328383065416
"294",0.168427551463545
"295",0.113203946580067
"296",0.191811311156025
"297",0.0364774474130899
"298",0.116371878374997
"299",0.327505571531394
"300",-0.118705160690016
"301",0.220096660883202
"302",0.0353721378760181
"303",0.0827777954500358
"304",-0.10379472959715
"305",0.319296426758035
"306",0.295828781705705
"307",0.230627159314421
"308",0.242892624402707
"309",0.378401134561395
"310",0.161005425460726
"311",-0.0374125759479006
"312",-0.012001474569989
"313",0.293749261698996
"314",0.0647758963256056
"315",0.181916358441885
"316",-0.186675726375002
"317",0.184451557876002
"318",0.283792664975551
"319",0.244471934442834
"320",0.302715723704141
"321",0.430755011705485
"322",0.588516275507473
"323",0.0395758810540491
"324",0.124553689534365
"325",0.479266242275299
"326",0.0211788338427716
"327",0.0260958292267819
"328",0.395165453820955
"329",0.207414746976313
"330",0.118332499594075
