"","x"
"1",0.274275349798779
"2",-0.0698031050705493
"3",0.515768612573844
"4",0.128775062932006
"5",0.571010468833182
"6",0.00912965421078732
"7",0.344653549760298
"8",0.310614601941412
"9",-0.00633738251226532
"10",0.323367615396625
"11",-0.0432871971203996
"12",-0.11072230313126
"13",0.176001998623091
"14",0.376451167351864
"15",0.226413670507881
"16",0.371751062778525
"17",0.282277083507136
"18",0.370373401229422
"19",-0.0315163703545469
"20",0.209199947179502
"21",0.17922436038166
"22",0.201681963222783
"23",-0.0440008461625081
"24",0.247376021669743
"25",0.225019437105195
"26",0.256693942192164
"27",0.520659690846864
"28",0.279710393788066
"29",-0.248839049590402
"30",0.277739034330366
"31",0.264410133166819
"32",0.498856942645811
"33",0.313361555693067
"34",0.448260108977122
"35",0.304657703902357
"36",-0.0364711910791364
"37",0.0389308685218157
"38",0.312249258138632
"39",0.12229923974504
"40",0.11672090411678
"41",0.207403290399801
"42",0.0847587573776487
"43",0.315568466516999
"44",0.302095669239489
"45",0.152390822828859
"46",0.476148480212885
"47",-0.0204722944348034
"48",0.225365048911606
"49",0.103516427215715
"50",0.370104033577377
"51",-0.0378331873756953
"52",-0.146603028005725
"53",0.038397643588159
"54",0.201406127905911
"55",0.69022398762617
"56",0.213058639508611
"57",0.176126062859892
"58",0.0104502756383305
"59",0.0164937753154948
"60",-0.140981048129104
"61",0.087117102321714
"62",0.0133895636185299
"63",-0.0597727545389152
"64",0.0386037897501169
"65",0.337563724645237
"66",0.240291566824245
"67",0.337429597901807
"68",0.123384247375592
"69",0.0827278959044584
"70",0.23686660636488
"71",0.077588487417814
"72",0.189068065767355
"73",0.103732107338105
"74",-0.115100476622927
"75",0.141475117176543
"76",0.23679609446659
"77",0.248529212115731
"78",0.254144449924235
"79",0.328447938422872
"80",0.38261450494474
"81",0.260248049190301
"82",0.770828757182733
"83",0.180689496412872
"84",-0.202947551360268
"85",0.0843833929617086
"86",0.211376326866212
"87",0.166835741462089
"88",0.243352095617299
"89",0.325698364138797
"90",-0.0364454362782173
"91",0.00457665958260725
"92",0.221972653297068
"93",0.17351108444171
"94",0.321175319827542
"95",0.044137207609194
"96",0.256031970462284
"97",0.228470253974182
"98",0.160382302066941
"99",0.351018886679488
"100",0.284326428411246
"101",0.421824998870732
"102",0.225122928342307
"103",0.0628942953098414
"104",0.0465632143867302
"105",0.27900308009361
"106",0.335459172120835
"107",-0.193508788446092
"108",0.100671410146112
"109",0.140749556600893
"110",0.298254448766067
"111",0.179135111717474
"112",0.176918403572264
"113",-0.156422253724514
"114",0.155434343527797
"115",0.42864471380423
"116",0.234406152087223
"117",0.46953345555234
"118",0.35550885459136
"119",0.0428635949526905
"120",0.260977806083192
"121",0.377576889969003
"122",0.533015455624513
"123",0.148865428028561
"124",0.0181044272277142
"125",0.186051629096278
"126",0.408368886651737
"127",0.348383424322527
"128",-0.0250866993819377
"129",0.561810899415123
"130",-0.0688325257823018
"131",0.303690110299157
"132",0.129562599851987
"133",0.606226951747909
"134",0.409657434183196
"135",-0.175255951321758
"136",0.291347207839457
"137",0.228022574290042
"138",0.0984816100758464
"139",-0.123498957637992
"140",0.0831826959814441
"141",0.0548880879509879
"142",0.0414153078539358
"143",0.122653071120556
"144",0.374289690347929
"145",0.18794330766065
"146",0.450543810619388
"147",0.00922481053412788
"148",-0.0310875440904538
"149",0.30757142919903
"150",0.115959904662462
"151",0.333483811840194
"152",0.13717207872024
"153",-0.118609549367303
"154",0.0847117569203693
"155",-0.146553822389246
"156",0.231077493400839
"157",0.270588478680211
"158",0.192188094948413
"159",0.42014149284671
"160",0.20614273576293
"161",0.0535665150329232
"162",0.476499648207912
"163",0.273626783355065
"164",0.230618411271067
"165",0.140298978215491
"166",-0.00824142227609764
"167",0.211294932995028
"168",-0.224983673287015
"169",-0.121297140209291
"170",0.184572948531844
"171",-0.175392692220941
"172",0.180480540350669
"173",-0.0287794962668095
"174",0.39874869748466
"175",0.127885609926013
"176",-0.108906907663425
"177",0.277167763191009
"178",-0.129631609617633
"179",0.470461301036613
"180",0.166714413049683
"181",-0.0109853436384461
"182",0.342882227366505
"183",0.47257551764155
"184",0.217907250718191
"185",0.015270118887141
"186",0.0616886533044257
"187",0.32153219020583
"188",0.113513043276148
"189",0.271279419732047
"190",0.148209336393836
"191",0.363346112159241
"192",0.092548680734378
"193",0.199554471925601
"194",0.256030201537891
"195",-0.0119032141215607
"196",0.160336854103816
"197",-0.0450818720630629
"198",0.464362044386793
"199",-0.0522871078197333
"200",0.220035140431456
"201",0.0755634153917776
"202",0.229579031464162
"203",0.189039538613523
"204",0.083968840037159
"205",0.090339484362571
"206",-0.0604817624100273
"207",0.215374887635592
"208",0.611247967983325
"209",0.156472470296535
"210",0.271214670056011
"211",0.094406501222283
"212",0.10224822201923
"213",0.240051192206419
"214",-0.116210934740013
"215",0.13028109789627
"216",0.0452843807339839
"217",0.331000432880952
"218",-0.129590912125665
"219",0.12777424728258
"220",-0.0877572398729514
"221",0.0352718389219862
"222",0.141234129489057
"223",0.124011608570062
"224",0.241288409671859
"225",0.00837426530397259
"226",0.321321427374764
"227",-0.150404877283163
"228",0.0739787683628893
"229",0.0320557584317681
"230",0.0325443473672885
"231",-0.094987771540083
"232",0.253774578751666
"233",-0.0163204366053918
"234",0.0127687681894118
"235",0.106826100379522
"236",-0.0709601075029224
"237",0.0544667092496132
"238",-0.0906814998434706
"239",-0.0656162603506754
"240",0.273667112814937
"241",0.239650829364147
"242",0.0973785384533591
"243",0.17362991458887
"244",0.437161453334498
"245",0.0910613863835861
"246",-0.0173640356335488
"247",0.121369364887114
"248",-0.0330964323758273
"249",0.173912561103338
"250",0.150221459412009
"251",0.103478743081228
"252",0.270264949006999
"253",-0.0654127478498506
"254",0.0143463340522657
"255",0.430127408206534
"256",0.514552241612801
"257",0.17757911328897
"258",0.0958656063731937
"259",0.269646002141805
"260",-0.0189560174048201
"261",0.149568608861614
"262",0.281057636244721
"263",0.27931874741472
"264",0.062731642314448
"265",0.0617014920992225
"266",0.125907996977498
"267",0.0996759567504406
"268",-0.0729862939912152
"269",0.249948823309558
"270",0.0720235366615275
"271",0.249002168377509
