"","x"
"1",0.202838685564026
"2",0.0821685498417846
"3",0.492008197380383
"4",0.210250770134397
"5",0.00260019225371841
"6",-0.104873365343192
"7",0.185249083931484
"8",0.26657715111555
"9",0.000376914633876041
"10",0.176779507421614
"11",0.128474367684274
"12",-0.122153266056296
"13",0.111737864434208
"14",0.442047623621108
"15",0.146583052759472
"16",0.0981427876799957
"17",0.20845244358423
"18",0.434651340225449
"19",0.0523163108177803
"20",0.00366766634641549
"21",0.278552264284538
"22",0.0758568782118705
"23",0.0163606632737704
"24",0.19154468404034
"25",-0.0545973369484532
"26",-0.0382800021145984
"27",0.1747370108383
"28",0.094245628668566
"29",0.05586554103875
"30",0.0551718308746884
"31",0.00171141675275946
"32",0.401826614907243
"33",0.15833369887331
"34",0.340703759728986
"35",0.00601108999062866
"36",-0.0287583468890411
"37",-0.0500733245566224
"38",0.254387371722195
"39",0.0995312300638811
"40",0.144841234692212
"41",0.0745758304707675
"42",-0.0175799550835156
"43",0.115675524984608
"44",0.0430104411146165
"45",0.1252910374442
"46",0.0200651490225507
"47",-0.0668042064664079
"48",0.152150566809431
"49",0.0478957414276701
"50",0.155566022161151
"51",-0.147988642930535
"52",-0.00569843032346862
"53",0.0690073051796601
"54",0.151097244068972
"55",0.153044030731508
"56",0.175751846177865
"57",0.304473514245203
"58",0.0157430757280008
"59",-0.0659939569974438
"60",-0.0388453253447616
"61",-0.053220027739717
"62",0.0525123526081609
"63",-0.0927619674650164
"64",-0.0446611143074333
"65",0.0801055124619007
"66",0.0586567531283345
"67",0.0787871070891093
"68",0.0467655785852452
"69",0.0834859371787814
"70",0.118598483664523
"71",0.0163422838080817
"72",0.127152755578094
"73",0.1197683907282
"74",0.0750400785618009
"75",0.41695497931526
"76",-0.0271774887539401
"77",0.40649444005116
"78",0.0666757139101593
"79",0.348087538291128
"80",0.310676457339878
"81",0.391491886793858
"82",0.418830775101214
"83",0.170271210672597
"84",-0.0165196969818693
"85",0.154476281754588
"86",-0.067836983423546
"87",0.111654130134505
"88",-0.0453408839220845
"89",0.0820439627076627
"90",0.0632595744717126
"91",-0.000411235931262438
"92",0.0329752287362557
"93",0.0602223610207127
"94",0.130031019856794
"95",0.0947661159237784
"96",0.267148354436195
"97",0.17643011639287
"98",0.0543234370358772
"99",0.175417026987292
"100",0.436378663159104
"101",0.132302794101167
"102",-0.00017796370906939
"103",-0.0290025709637304
"104",-0.041880744677707
"105",0.0969636524639939
"106",0.398676665441733
"107",-0.0634489310039513
"108",-0.0330657876670877
"109",0.196477966505313
"110",0.126473480616984
"111",0.0815768911198416
"112",-0.02137050852898
"113",-0.00534043005659632
"114",0.109517643404854
"115",0.116348236095283
"116",0.0452799917137029
"117",0.776516816365729
"118",0.151965612650358
"119",0.108235399461887
"120",-0.0416808933170456
"121",0.339333641785914
"122",0.324662461040838
"123",0.185353480014208
"124",-0.0777617389139205
"125",0.0507794087281739
"126",0.360602673445911
"127",0.285036921910103
"128",0.0419870171183211
"129",0.339688860597179
"130",-0.0682253175514163
"131",0.0249782832828098
"132",0.11412573739074
"133",0.187669174821819
"134",0.167329140614879
"135",-0.00451620775283931
"136",0.313652408437936
"137",0.0738983468418936
"138",0.0737612177024025
"139",-0.0565837376876265
"140",0.133071060015554
