"","x"
"1",0.57236788622507
"2",0.450016490966684
"3",0.747036669147472
"4",0.544934473382466
"5",0.560275469084744
"6",0.435883956667677
"7",0.730118299152447
"8",0.61297064524337
"9",0.307841831971238
"10",0.542096062516854
"11",0.581105964850032
"12",0.361438193937403
"13",0.381150162620723
"14",0.510896567928305
"15",0.658231445857352
"16",0.566367582042524
"17",0.473514015351727
"18",0.663778053080179
"19",0.45652759262004
"20",0.369154839145996
"21",0.710139223735362
"22",0.469270753413152
"23",0.501583990667296
"24",0.465966723194773
"25",0.443414560445201
"26",0.525895461181647
"27",0.522523683657121
"28",0.635920323110855
"29",0.34028360217934
"30",0.516653505537354
"31",0.552065703017103
"32",0.651271859557877
"33",0.663137554062001
"34",0.584635062581777
"35",0.435764411226131
"36",0.244414060969784
"37",0.487734543413843
"38",0.763091760410352
"39",0.395015453635165
"40",0.598389983339292
"41",0.373197052058516
"42",0.596059019964035
"43",0.124872108401482
"44",0.389223593243833
"45",0.476229589066788
"46",0.397017780881157
"47",0.193188402666638
"48",0.503880620255031
"49",0.667550443614273
"50",0.71382301626766
"51",0.23841191116081
"52",0.480721442190245
"53",0.557797198667819
"54",0.648636739334341
"55",0.566530266182429
"56",0.46379923783542
"57",0.539417450654386
"58",0.376559401340933
"59",0.438262716028914
"60",0.277656837663057
"61",0.591910808617602
"62",0.591365173381061
"63",0.338097110809289
"64",0.467978214116638
"65",0.60256260141338
"66",0.415583632512913
"67",0.623492438769264
"68",0.575033566560799
"69",0.394421472869087
"70",0.402050585245193
"71",0.512834911456321
"72",0.491760648132084
"73",0.554097963260004
"74",0.395311935787466
"75",0.619038313539658
"76",0.493308035084259
"77",0.656772389302052
"78",0.44279505661648
"79",0.566041084489783
"80",0.584288084461375
"81",0.556956620807687
"82",0.701001700572854
"83",0.53866432895235
"84",0.32662772366617
"85",0.603214096568009
"86",0.449472628189939
"87",0.483664706423671
"88",0.49574445745198
"89",0.463107075793406
"90",0.485834718375453
"91",0.580547456186575
"92",0.339836863405608
"93",0.47855819739475
"94",0.680294956530699
"95",0.510970171967569
"96",0.688413675348408
"97",0.222549428850259
"98",0.464226370751448
"99",0.477447143454857
"100",0.402679492987967
"101",0.653363997564365
"102",0.400996953828317
"103",0.259295665860939
"104",0.431023129532055
"105",0.48729121505569
"106",0.537234301611937
"107",0.44817664234875
"108",0.35722413657354
"109",0.469405470477176
"110",0.70312560454115
"111",0.491872812098567
"112",0.523168048425477
"113",0.298597633496254
"114",0.422608427871138
"115",0.487407011734137
"116",0.395128068476306
"117",0.566484222588741
"118",0.566862380960605
"119",0.531652256114917
"120",0.477129268558116
"121",0.543953348662433
"122",0.531096833813002
"123",0.754827920314798
"124",0.562792688752265
"125",0.532579214806036
"126",0.702410577234566
"127",0.434527108189941
"128",0.449159798775213
"129",0.676263356411836
"130",0.373641115566934
"131",0.482480096854884
"132",0.369226047393967
"133",0.691370066189517
"134",0.625672683683031
"135",0.427694737212699
"136",0.564554609232556
"137",0.625362418483245
"138",0.540492280249963
"139",0.472335759311256
"140",0.648562985459692
"141",0.423629070688099
"142",0.475970214481825
"143",0.525827217223821
"144",0.563368481141937
"145",0.534772578075464
"146",0.482790389929985
"147",0.43625726667375
"148",0.44400773887852
"149",0.425040568975186
"150",0.576052915381288
"151",0.545077095280904
"152",0.585272443682386
"153",0.411967708840893
"154",0.399899123850312
"155",0.402626941204364
"156",0.472348800709593
"157",0.585751833931075
"158",0.567084079333408
"159",0.611511952341903
"160",0.674729589119917
"161",0.474905395274794
"162",0.702873454602437
"163",0.769659642997025
