"","x"
"1",0.268055319102419
"2",0.0267800655840032
"3",0.378757651339916
"4",0.142268668719009
"5",0.694567860473806
"6",-0.11970705467216
"7",0.365687485581084
"8",0.369654358059924
"9",-0.0651410019521979
"10",0.2998776677359
"11",0.0467675143535929
"12",-0.0728996017968139
"13",0.0884920701288268
"14",0.441772293392449
"15",0.357921248382313
"16",0.196900227495165
"17",0.00834632231461355
"18",0.419664775665485
"19",-0.00173169248865895
"20",0.171272322495687
"21",0.313681590052415
"22",-0.00705630932615847
"23",0.0365979062631956
"24",0.159704547416521
"25",0.00401038053505251
"26",0.0746368322286507
"27",0.588602102866421
"28",0.156251867737156
"29",-0.117426704201243
"30",-0.0260768956683784
"31",0.119148135982512
"32",0.506818995264542
"33",0.212681226287527
"34",0.465066294190003
"35",0.330962854751095
"36",-0.0700939322881645
"37",-0.0690377967866602
"38",0.29642160949722
"39",0.192853343730123
"40",0.211777616956954
"41",0.160236886801537
"42",-0.0479423741853463
"43",0.127281312233485
"44",0.0852371477786824
"45",0.139046498411234
"46",-0.0165541779596485
"47",-0.0470296321916889
"48",0.104033897978392
"49",0.0760080983146283
"50",0.254811476795593
"51",-0.126189338024315
"52",-0.014954510427352
"53",0.0502979514856914
"54",0.0757671095701948
"55",0.107957476919686
"56",0.256227790722439
"57",0.288893767920345
"58",0.0210451104937756
"59",0.00460772963293707
"60",-0.0221824237614025
"61",-0.066054432961864
"62",0.00950122524594901
"63",-0.172960802946599
"64",0.0552336857480386
"65",0.0670118870689614
"66",0.227742698968286
"67",0.179435710911611
"68",0.0203101155682472
"69",0.113985575460964
"70",0.188764180134925
"71",-0.0106906016006628
"72",0.140552672638923
"73",0.0430554577326749
"74",-0.0388363755386764
"75",0.28427031261724
"76",0.127435701217078
"77",0.297074739995924
"78",0.101316491219379
"79",0.28264679940903
"80",0.502787546248849
"81",0.330311671376921
"82",0.399200259687573
"83",0.14457890112496
"84",-0.061710199451641
"85",0.222631044062282
"86",-0.0442053237357914
"87",0.193413560375476
"88",0.10575219794714
"89",-0.0233271536213232
"90",-0.0428710203681523
"91",-0.078791676918357
"92",0.0322475781665301
"93",0.203622532099586
"94",0.432888054657449
"95",0.0985892285479725
"96",0.256279600347842
"97",0.196120179306678
"98",0.0189636535184478
"99",0.22912195543983
"100",0.387334978993679
"101",0.422355529779827
"102",0.0650215935019147
"103",0.139783463595802
"104",-0.0142943508277074
"105",0.0747991489448492
"106",0.25262087190865
"107",-0.144822852003253
"108",0.045271227815206
"109",0.169065878568921
"110",0.131073895351249
"111",0.306336058786109
"112",0.206351428075101
"113",-0.0794863604553879
"114",0.333846289854281
"115",0.280769590162414
"116",0.0339911541816201
"117",0.746884620557072
